shape_number,point,x,y
15,1661,135,887
15,1662,136,882
15,1663,138,880
15,1664,138,879
15,1665,138,879
15,1666,138,879
15,1667,139,879
15,1668,140,884
15,1669,141,893
15,1670,143,903
15,1671,146,914
15,1672,151,929
15,1673,153,939
15,1674,156,947
15,1675,160,955
15,1676,162,958
15,1677,163,958
15,1678,164,958
15,1679,165,958
15,1680,166,958
15,1681,172,954
15,1682,177,948
15,1683,184,940
15,1684,193,931
15,1685,204,920
15,1686,212,908
15,1687,220,898
15,1688,227,886
15,1689,232,874
15,1690,234,864
15,1691,235,857
15,1692,236,854
15,1693,236,853
15,1694,236,853
15,1695,236,853
15,1696,236,853
16,1697,322,832
16,1698,322,832
16,1699,322,833
16,1700,322,835
16,1701,322,838
16,1702,322,842
16,1703,323,847
16,1704,324,854
16,1705,326,862
16,1706,329,872
16,1707,331,884
16,1708,335,897
16,1709,341,911
16,1710,344,921
16,1711,348,931
16,1712,351,937
16,1713,352,939
16,1714,354,940
16,1715,354,940
16,1716,354,940
16,1717,355,940
16,1718,355,940
16,1719,355,940
16,1720,356,940
16,1721,356,940
16,1722,358,939
16,1723,359,936
16,1724,362,932
16,1725,365,928
16,1726,370,919
16,1727,374,912
16,1728,378,902
16,1729,383,888
16,1730,388,875
16,1731,392,862
16,1732,395,854
16,1733,397,848
16,1734,399,843
16,1735,399,841
16,1736,399,840
16,1737,399,840
16,1738,399,840
16,1739,399,840
16,1740,399,840
16,1741,399,840
16,1742,399,840
16,1743,400,840
16,1744,401,843
16,1745,403,849
16,1746,406,857
16,1747,408,867
16,1748,412,878
16,1749,417,891
16,1750,419,901
16,1751,423,912
16,1752,426,921
16,1753,430,929
16,1754,433,936
16,1755,436,940
16,1756,437,941
16,1757,437,941
16,1758,437,941
16,1759,438,941
16,1760,438,941
16,1761,439,941
16,1762,442,935
16,1763,445,929
16,1764,449,920
16,1765,454,909
16,1766,460,898
16,1767,464,883
16,1768,467,872
16,1769,470,857
16,1770,472,848
16,1771,475,839
16,1772,476,833
16,1773,477,830
16,1774,477,830
16,1775,477,830
16,1776,477,830
16,1777,477,830
16,1778,477,830
16,1779,477,830
16,1780,477,830
17,1781,582,842
17,1782,582,842
17,1783,582,842
17,1784,583,845
17,1785,585,851
17,1786,588,859
17,1787,592,871
17,1788,596,883
17,1789,602,896
17,1790,607,906
17,1791,611,920
17,1792,618,933
17,1793,623,944
17,1794,627,953
17,1795,630,958
17,1796,632,960
17,1797,632,960
17,1798,632,960
17,1799,632,960
17,1800,633,960
17,1801,635,956
17,1802,638,949
17,1803,643,942
17,1804,649,934
17,1805,656,924
17,1806,661,913
17,1807,667,903
17,1808,673,891
17,1809,678,879
17,1810,684,867
17,1811,690,853
17,1812,694,844
17,1813,698,837
17,1814,699,833
17,1815,699,832
17,1816,699,832
17,1817,699,832
17,1818,699,832
17,1819,700,833
17,1820,701,839
17,1821,702,847
17,1822,704,861
17,1823,707,877
17,1824,710,893
17,1825,712,907
17,1826,715,918
17,1827,718,925
17,1828,720,931
17,1829,721,932
17,1830,721,933
17,1831,721,933
17,1832,721,933
17,1833,722,933
17,1834,724,928
17,1835,728,920
17,1836,733,910
17,1837,738,898
17,1838,743,885
17,1839,747,873
17,1840,750,859
17,1841,753,849
18,1842,731,863
18,1843,733,867
18,1844,735,872
18,1845,737,878
18,1846,741,886
18,1847,747,895
18,1848,752,905
18,1849,759,914
18,1850,766,923
18,1851,772,930
18,1852,778,935
18,1853,781,937
18,1854,782,938
18,1855,782,938
18,1856,782,938
18,1857,782,938
18,1858,784,936
18,1859,785,929
18,1860,788,918
18,1861,791,904
18,1862,793,891
18,1863,797,879
18,1864,800,867
18,1865,801,858
18,1866,802,854
18,1867,803,853
18,1868,803,853
18,1869,803,853
18,1870,803,853
18,1871,803,853
18,1872,803,854
18,1873,804,858
18,1874,805,864
18,1875,807,872
18,1876,808,882
18,1877,812,892
18,1878,815,903
18,1879,818,910
18,1880,822,916
18,1881,825,921
18,1882,828,924
18,1883,831,927
18,1884,832,927
18,1885,833,927
18,1886,833,927
18,1887,835,927
18,1888,838,923
18,1889,842,915
18,1890,844,906
18,1891,847,897
18,1892,850,888
18,1893,851,879
18,1894,851,870
18,1895,852,866
18,1896,852,864
18,1897,852,862
19,1898,39,167
19,1899,39,169
19,1900,39,175
19,1901,41,182
19,1902,44,194
19,1903,47,210
19,1904,52,233
19,1905,57,259
19,1906,62,288
19,1907,70,329
19,1908,80,371
19,1909,89,413
19,1910,99,457
19,1911,108,499
19,1912,120,551
19,1913,133,600
19,1914,143,643
19,1915,159,692
19,1916,173,732
19,1917,190,777
19,1918,207,813
19,1919,218,842
19,1920,226,858
19,1921,231,873
19,1922,235,879
19,1923,235,880
19,1924,235,880
19,1925,235,880
19,1926,235,880
19,1927,235,880
19,1928,236,880
19,1929,238,872
19,1930,240,858
19,1931,249,832
19,1932,262,793
19,1933,277,746
19,1934,300,675
19,1935,315,614
19,1936,334,552
19,1937,353,483
19,1938,366,426
19,1939,378,366
19,1940,387,310
19,1941,391,272
19,1942,394,244
19,1943,396,230
19,1944,396,226
19,1945,396,225
19,1946,396,225
19,1947,396,225
19,1948,396,225
19,1949,396,225
19,1950,396,225
19,1951,397,225
19,1952,397,229
19,1953,400,239
19,1954,406,258
19,1955,417,293
19,1956,429,333
19,1957,444,392
19,1958,461,455
19,1959,478,526
19,1960,496,587
19,1961,509,648
19,1962,525,705
19,1963,536,747
19,1964,551,789
19,1965,562,816
19,1966,569,835
19,1967,574,843
19,1968,575,845
19,1969,575,845
19,1970,575,845
19,1971,575,845
19,1972,576,845
19,1973,576,844
19,1974,578,837
19,1975,585,818
19,1976,594,789
19,1977,605,744
19,1978,621,685
19,1979,633,622
19,1980,652,546
19,1981,667,463
19,1982,682,384
19,1983,698,305
19,1984,708,243
19,1985,716,182
19,1986,724,135
19,1987,728,101
19,1988,729,84
19,1989,729,79
19,1990,729,79
19,1991,729,79
19,1992,729,79
19,1993,729,79
20,1994,34,67
20,1995,35,79
20,1996,37,97
20,1997,40,125
20,1998,43,151
20,1999,46,176
20,2000,51,198
20,2001,57,219
20,2002,64,234
20,2003,70,244
20,2004,74,250
20,2005,77,252
20,2006,79,252
20,2007,83,250
20,2008,101,232
20,2009,128,198
20,2010,160,157
20,2011,193,112
20,2012,219,75
20,2013,235,53
20,2014,244,42
20,2015,246,40
20,2016,246,40
20,2017,246,40
20,2018,246,42
20,2019,246,58
20,2020,247,81
20,2021,249,104
20,2022,251,131
20,2023,252,154
20,2024,255,173
20,2025,258,191
20,2026,262,201
20,2027,266,207
20,2028,268,208
20,2029,268,208
20,2030,271,206
20,2031,285,189
20,2032,310,160
20,2033,338,129
20,2034,365,95
20,2035,387,65
20,2036,404,42
20,2037,416,24
20,2038,420,19
20,2039,420,18
20,2040,420,18
21,2041,198,263
21,2042,200,269
21,2043,205,285
21,2044,212,314
21,2045,222,357
21,2046,232,417
21,2047,243,478
21,2048,255,527
21,2049,267,573
21,2050,278,604
21,2051,284,619
21,2052,288,624
21,2053,289,624
21,2054,289,624
21,2055,292,618
21,2056,307,589
21,2057,332,543
21,2058,368,480
21,2059,395,415
21,2060,418,356
21,2061,435,318
21,2062,446,301
21,2063,450,297
21,2064,451,297
21,2065,451,297
21,2066,451,297
21,2067,451,299
21,2068,454,312
21,2069,458,335
21,2070,464,369
21,2071,474,412
21,2072,488,456
21,2073,501,498
21,2074,515,527
21,2075,523,541
21,2076,528,548
21,2077,530,550
21,2078,532,551
21,2079,535,551
21,2080,539,550
21,2081,545,545
21,2082,555,534
21,2083,566,517
21,2084,578,494
22,2085,553,93
22,2086,555,103
22,2087,557,118
22,2088,560,143
22,2089,565,175
22,2090,571,207
22,2091,576,242
22,2092,580,273
22,2093,584,297
22,2094,586,314
22,2095,587,322
22,2096,587,325
22,2097,587,325
22,2098,587,325
22,2099,588,325
22,2100,590,320
22,2101,595,302
22,2102,605,275
22,2103,620,231
22,2104,632,194
22,2105,643,152
22,2106,652,122
22,2107,661,100
22,2108,667,89
22,2109,668,87
22,2110,668,87
22,2111,668,87
22,2112,668,90
22,2113,671,103
22,2114,676,125
22,2115,682,151
22,2116,693,183
22,2117,702,215
22,2118,709,237
22,2119,717,251
22,2120,722,259
22,2121,724,261
22,2122,724,261
22,2123,724,261
22,2124,726,260
22,2125,734,250
22,2126,746,230
22,2127,762,197
22,2128,777,154
22,2129,791,106
22,2130,799,59
22,2131,803,18
22,2132,806,-8
22,2133,808,-21
22,2134,809,-23
22,2135,809,-23
23,2136,442,542
23,2137,444,543
23,2138,446,547
23,2139,451,559
23,2140,459,579
23,2141,473,613
23,2142,485,649
23,2143,502,693
23,2144,514,731
23,2145,528,765
23,2146,539,793
23,2147,546,806
23,2148,548,808
23,2149,548,808
23,2150,549,808
23,2151,552,804
23,2152,558,785
23,2153,568,760
23,2154,577,732
23,2155,585,704
23,2156,592,675
23,2157,599,648
23,2158,603,626
23,2159,608,607
23,2160,611,595
23,2161,612,589
23,2162,613,587
23,2163,613,587
23,2164,613,587
23,2165,613,587
23,2166,614,594
23,2167,617,608
23,2168,623,631
23,2169,630,661
23,2170,639,699
23,2171,648,733
23,2172,657,761
23,2173,667,783
23,2174,672,794
23,2175,676,800
23,2176,678,801
23,2177,678,801
23,2178,678,801
23,2179,680,799
23,2180,685,785
23,2181,693,762
23,2182,704,733
23,2183,714,695
23,2184,723,660
23,2185,730,618
23,2186,735,582
23,2187,739,548
23,2188,743,522
23,2189,745,507
23,2190,746,498
23,2191,747,496
23,2192,747,496
23,2193,747,496
23,2194,747,496
24,2195,55,746
24,2196,55,746
24,2197,58,751
24,2198,61,759
24,2199,65,772
24,2200,69,787
24,2201,74,809
24,2202,78,832
24,2203,82,856
24,2204,89,879
24,2205,97,902
24,2206,105,921
24,2207,113,930
24,2208,116,934
24,2209,118,934
24,2210,118,934
24,2211,120,934
24,2212,130,924
24,2213,143,905
24,2214,159,882
24,2215,175,858
24,2216,196,821
24,2217,213,783
24,2218,224,748
24,2219,232,713
24,2220,236,688
24,2221,238,681
24,2222,238,680
24,2223,238,680
24,2224,238,680
24,2225,238,682
24,2226,240,694
24,2227,243,712
24,2228,248,738
24,2229,253,768
24,2230,259,811
24,2231,264,843
24,2232,274,876
24,2233,282,902
24,2234,290,922
24,2235,296,935
24,2236,302,942
24,2237,305,943
24,2238,306,943
24,2239,306,943
24,2240,309,943
24,2241,313,938
24,2242,322,929
24,2243,336,915
24,2244,352,895
24,2245,366,869
24,2246,381,832
24,2247,391,788
24,2248,399,751
24,2249,405,715
24,2250,407,698
24,2251,408,694
24,2252,408,693
24,2253,408,693
24,2254,408,693
25,2255,119,332
25,2256,119,336
25,2257,120,346
25,2258,121,363
25,2259,123,386
25,2260,126,419
25,2261,129,461
25,2262,134,509
25,2263,140,552
25,2264,147,590
25,2265,155,618
25,2266,162,633
25,2267,163,638
25,2268,164,638
25,2269,165,638
25,2270,172,630
25,2271,187,607
25,2272,203,581
25,2273,224,551
25,2274,241,516
25,2275,258,477
25,2276,272,430
25,2277,285,384
25,2278,295,345
25,2279,301,319
25,2280,304,307
25,2281,304,305
25,2282,304,305
25,2283,304,305
25,2284,304,310
25,2285,305,326
25,2286,309,352
25,2287,315,386
25,2288,319,421
25,2289,327,461
25,2290,336,500
25,2291,344,528
25,2292,351,549
25,2293,357,561
25,2294,361,566
25,2295,363,567
25,2296,363,567
25,2297,368,560
25,2298,384,531
25,2299,405,496
25,2300,424,461
25,2301,440,422
25,2302,452,377
25,2303,460,341
25,2304,469,311
25,2305,474,288
25,2306,476,279
25,2307,476,279
25,2308,476,279
25,2309,476,279
26,2310,464,106
26,2311,464,109
26,2312,464,119
26,2313,465,137
26,2314,468,162
26,2315,470,193
26,2316,473,234
26,2317,476,274
26,2318,479,311
26,2319,484,340
26,2320,489,362
26,2321,492,369
26,2322,492,369
26,2323,492,369
26,2324,494,369
26,2325,501,355
26,2326,516,327
26,2327,535,291
26,2328,555,249
26,2329,575,204
26,2330,589,164
26,2331,602,129
26,2332,611,98
26,2333,618,74
26,2334,620,67
26,2335,620,67
26,2336,620,67
26,2337,620,67
26,2338,621,73
26,2339,624,93
26,2340,630,120
26,2341,635,151
26,2342,641,182
26,2343,647,211
26,2344,655,241
26,2345,662,262
26,2346,668,274
26,2347,671,279
26,2348,672,281
26,2349,672,281
26,2350,674,281
26,2351,682,271
26,2352,697,249
26,2353,716,214
26,2354,733,172
26,2355,748,128
26,2356,759,84
26,2357,766,52
26,2358,769,36
26,2359,770,32
26,2360,770,32
26,2361,770,32
27,2362,70,107
27,2363,71,118
27,2364,73,138
27,2365,77,168
27,2366,85,209
27,2367,99,260
27,2368,111,306
27,2369,129,361
27,2370,144,401
27,2371,154,427
27,2372,160,443
27,2373,163,448
27,2374,163,448
27,2375,163,448
27,2376,163,446
27,2377,168,432
27,2378,180,405
27,2379,195,370
27,2380,212,332
27,2381,230,281
27,2382,243,237
27,2383,252,205
27,2384,258,191
27,2385,259,187
27,2386,259,187
27,2387,259,187
27,2388,259,190
27,2389,262,202
27,2390,268,228
27,2391,277,258
27,2392,291,301
27,2393,307,345
27,2394,324,384
27,2395,336,407
27,2396,344,419
27,2397,347,422
27,2398,347,422
27,2399,349,420
27,2400,357,407
27,2401,377,379
27,2402,403,344
27,2403,427,303
27,2404,447,253
27,2405,462,206
27,2406,471,172
27,2407,477,147
27,2408,478,139
27,2409,479,137
27,2410,479,137
27,2411,479,137
27,2412,479,137
28,2413,165,336
28,2414,166,338
28,2415,169,348
28,2416,171,364
28,2417,178,395
28,2418,189,443
28,2419,202,494
28,2420,216,549
28,2421,232,599
28,2422,245,639
28,2423,254,661
28,2424,259,667
28,2425,260,668
28,2426,260,668
28,2427,263,664
28,2428,271,644
28,2429,287,610
28,2430,304,575
28,2431,323,531
28,2432,344,483
28,2433,362,438
28,2434,373,405
28,2435,382,380
28,2436,387,367
28,2437,388,363
28,2438,388,363
28,2439,388,363
28,2440,388,366
28,2441,391,387
28,2442,392,417
28,2443,395,454
28,2444,399,496
28,2445,405,541
28,2446,409,578
28,2447,415,610
28,2448,424,632
28,2449,432,646
28,2450,436,651
28,2451,439,651
28,2452,440,651
28,2453,449,640
28,2454,469,610
28,2455,489,575
28,2456,512,531
28,2457,528,483
28,2458,540,434
28,2459,550,391
28,2460,554,360
28,2461,557,345
28,2462,558,341
28,2463,558,341
28,2464,558,341
29,2465,546,666
29,2466,546,666
29,2467,548,670
29,2468,550,681
29,2469,554,703
29,2470,557,728
29,2471,562,752
29,2472,565,781
29,2473,571,813
29,2474,579,840
29,2475,585,856
29,2476,588,861
29,2477,590,861
29,2478,591,860
29,2479,595,850
29,2480,600,830
29,2481,608,806
29,2482,617,778
29,2483,625,740
29,2484,634,706
29,2485,642,669
29,2486,650,639
29,2487,658,618
29,2488,662,607
29,2489,663,603
29,2490,663,602
29,2491,663,602
29,2492,663,602
29,2493,663,610
29,2494,666,630
29,2495,668,660
29,2496,672,703
29,2497,676,745
29,2498,681,786
29,2499,688,818
29,2500,695,841
29,2501,701,852
29,2502,704,855
29,2503,705,855
29,2504,706,854
29,2505,710,849
29,2506,719,832
29,2507,732,806
29,2508,745,776
29,2509,754,742
29,2510,764,701
29,2511,768,666
29,2512,773,640
29,2513,774,626
29,2514,775,621
29,2515,775,620
29,2516,775,620
29,2517,775,621
30,2518,39,748
30,2519,39,762
30,2520,39,783
30,2521,41,805
30,2522,45,831
30,2523,53,859
30,2524,60,888
30,2525,65,909
30,2526,72,927
30,2527,75,936
30,2528,77,940
30,2529,78,940
30,2530,80,937
30,2531,88,918
30,2532,103,892
30,2533,122,864
30,2534,143,834
30,2535,166,799
30,2536,188,762
30,2537,207,723
30,2538,220,693
30,2539,230,675
30,2540,232,670
30,2541,232,670
30,2542,232,670
30,2543,234,677
30,2544,238,705
30,2545,244,737
30,2546,253,777
30,2547,266,823
30,2548,283,863
30,2549,296,892
30,2550,308,913
30,2551,321,928
30,2552,332,936
30,2553,341,940
30,2554,351,941
30,2555,361,934
30,2556,376,912
30,2557,391,889
30,2558,407,860
30,2559,421,830
30,2560,433,794
30,2561,445,748
30,2562,456,713
30,2563,462,691
30,2564,464,683
30,2565,464,683
30,2566,464,683
31,2567,530,675
31,2568,535,684
31,2569,544,701
31,2570,559,727
31,2571,584,763
31,2572,616,808
31,2573,641,846
31,2574,666,883
31,2575,682,910
31,2576,693,927
31,2577,697,933
31,2578,698,933
31,2579,699,933
31,2580,703,923
31,2581,710,901
31,2582,716,874
31,2583,723,844
31,2584,729,816
31,2585,734,790
31,2586,736,772
31,2587,738,765
31,2588,740,763
31,2589,740,763
31,2590,740,763
31,2591,740,763
31,2592,743,775
31,2593,751,804
31,2594,760,832
31,2595,773,865
31,2596,787,895
31,2597,801,920
31,2598,812,937
31,2599,819,944
31,2600,823,945
31,2601,827,944
31,2602,833,933
31,2603,841,914
31,2604,847,895
31,2605,851,873
31,2606,854,853
31,2607,855,833
31,2608,855,815
31,2609,856,795
31,2610,856,778
31,2611,855,769
31,2612,855,767
32,2613,532,469
32,2614,536,480
32,2615,544,501
32,2616,559,541
32,2617,578,584
32,2618,595,623
32,2619,611,661
32,2620,626,686
32,2621,638,703
32,2622,645,711
32,2623,649,712
32,2624,653,711
32,2625,665,694
32,2626,683,665
32,2627,708,630
32,2628,735,590
32,2629,755,545
32,2630,772,500
32,2631,782,468
32,2632,788,454
32,2633,789,451
32,2634,789,451
32,2635,789,451
32,2636,789,456
32,2637,796,481
32,2638,803,512
32,2639,815,558
32,2640,823,608
32,2641,830,644
32,2642,838,669
32,2643,841,676
32,2644,841,676
32,2645,841,676
32,2646,844,665
32,2647,855,641
32,2648,866,612
32,2649,877,577
32,2650,888,535
32,2651,895,499
32,2652,900,473
32,2653,903,456
32,2654,903,450
32,2655,903,450
33,2656,455,326
33,2657,454,340
33,2658,449,361
33,2659,440,398
33,2660,426,444
33,2661,410,490
33,2662,392,535
33,2663,377,570
33,2664,365,599
33,2665,363,604
33,2666,363,604
33,2667,363,604
33,2668,362,597
33,2669,355,572
33,2670,347,538
33,2671,337,502
33,2672,327,463
33,2673,321,431
33,2674,318,403
33,2675,315,383
33,2676,313,374
33,2677,313,372
33,2678,313,372
33,2679,312,372
33,2680,312,376
33,2681,308,395
33,2682,302,430
33,2683,295,465
33,2684,285,508
33,2685,277,539
33,2686,270,557
33,2687,267,563
33,2688,267,563
33,2689,267,563
33,2690,266,558
33,2691,261,542
33,2692,255,516
33,2693,247,489
33,2694,238,451
33,2695,232,420
33,2696,227,395
33,2697,225,381
34,2698,47,197
34,2699,47,198
34,2700,47,207
34,2701,51,226
34,2702,58,259
34,2703,69,305
34,2704,84,357
34,2705,98,405
34,2706,108,439
34,2707,115,463
34,2708,119,472
34,2709,119,472
34,2710,120,472
34,2711,120,472
34,2712,129,457
34,2713,149,425
34,2714,169,387
34,2715,186,350
34,2716,199,312
34,2717,210,278
34,2718,219,252
34,2719,222,241
34,2720,223,240
34,2721,223,240
34,2722,223,240
34,2723,225,250
34,2724,230,279
34,2725,236,317
34,2726,243,355
34,2727,252,403
34,2728,260,435
34,2729,266,455
34,2730,269,461
34,2731,270,461
34,2732,270,461
34,2733,274,455
34,2734,289,430
34,2735,306,400
34,2736,327,351
34,2737,348,285
34,2738,360,238
34,2739,367,208
34,2740,370,196
34,2741,371,194
34,2742,371,194
35,2743,464,68
35,2744,464,69
35,2745,467,80
35,2746,471,98
35,2747,479,129
35,2748,492,167
35,2749,510,214
35,2750,524,258
35,2751,535,293
35,2752,542,313
35,2753,547,327
35,2754,550,334
35,2755,550,334
35,2756,550,334
35,2757,551,333
35,2758,558,316
35,2759,573,288
35,2760,594,247
35,2761,615,196
35,2762,631,157
35,2763,643,124
35,2764,649,106
35,2765,652,100
35,2766,652,100
35,2767,652,100
35,2768,653,104
35,2769,658,126
35,2770,666,164
35,2771,682,215
35,2772,702,271
35,2773,718,303
35,2774,723,311
35,2775,725,313
35,2776,725,313
35,2777,727,310
35,2778,739,291
35,2779,762,252
35,2780,786,203
35,2781,805,147
35,2782,816,99
35,2783,821,76
35,2784,821,72
35,2785,821,72
36,2786,56,63
36,2787,56,65
36,2788,56,72
36,2789,56,93
36,2790,59,135
36,2791,68,188
36,2792,82,249
36,2793,97,294
36,2794,106,317
36,2795,109,324
36,2796,109,324
36,2797,109,324
36,2798,111,324
36,2799,124,310
36,2800,149,277
36,2801,184,231
36,2802,215,179
36,2803,247,129
36,2804,268,94
36,2805,280,77
36,2806,285,72
36,2807,285,72
36,2808,285,72
36,2809,289,88
36,2810,295,115
36,2811,306,157
36,2812,319,211
36,2813,340,272
36,2814,352,303
36,2815,359,315
36,2816,362,316
36,2817,363,316
36,2818,375,300
36,2819,398,266
36,2820,429,224
36,2821,458,176
36,2822,484,123
36,2823,500,75
36,2824,507,55
36,2825,508,50
36,2826,508,50
37,2827,138,535
37,2828,142,542
37,2829,151,562
37,2830,165,602
37,2831,185,647
37,2832,205,690
37,2833,218,727
37,2834,228,757
37,2835,238,779
37,2836,242,787
37,2837,243,787
37,2838,245,787
37,2839,250,782
37,2840,261,762
37,2841,276,732
37,2842,292,687
37,2843,305,632
37,2844,320,567
37,2845,330,513
37,2846,334,492
37,2847,335,487
37,2848,335,487
37,2849,335,487
37,2850,335,488
37,2851,336,509
37,2852,346,565
37,2853,361,640
37,2854,384,719
37,2855,408,782
37,2856,433,835
37,2857,450,867
37,2858,464,882
37,2859,472,889
37,2860,473,889
37,2861,474,888
37,2862,480,873
37,2863,493,841
37,2864,511,796
37,2865,529,729
37,2866,546,646
37,2867,562,569
37,2868,571,515
37,2869,575,482
37,2870,577,469
37,2871,577,467
37,2872,577,467
37,2873,577,467
38,2874,76,142
38,2875,76,148
38,2876,79,165
38,2877,83,195
38,2878,93,244
38,2879,106,301
38,2880,115,362
38,2881,124,416
38,2882,131,450
38,2883,134,459
38,2884,134,460
38,2885,135,460
38,2886,135,460
38,2887,140,452
38,2888,157,426
38,2889,178,391
38,2890,206,341
38,2891,230,288
38,2892,254,223
38,2893,271,167
38,2894,283,133
38,2895,286,126
38,2896,286,126
38,2897,286,126
38,2898,288,137
38,2899,296,170
38,2900,308,208
38,2901,327,272
38,2902,351,344
38,2903,372,402
38,2904,387,446
38,2905,397,469
38,2906,401,477
38,2907,402,478
38,2908,403,478
38,2909,407,470
38,2910,424,438
38,2911,444,397
38,2912,466,348
38,2913,489,285
38,2914,508,214
38,2915,521,170
38,2916,529,145
38,2917,532,135
38,2918,532,132
38,2919,532,132
38,2920,532,132
39,2921,516,75
39,2922,525,95
39,2923,537,131
39,2924,557,181
39,2925,569,230
39,2926,575,276
39,2927,582,325
39,2928,593,371
39,2929,603,401
39,2930,609,411
39,2931,609,411
39,2932,610,411
39,2933,616,396
39,2934,631,363
39,2935,647,324
39,2936,667,270
39,2937,680,214
39,2938,694,158
39,2939,704,102
39,2940,709,70
39,2941,714,52
39,2942,715,52
39,2943,715,52
39,2944,715,53
39,2945,717,73
39,2946,722,107
39,2947,730,155
39,2948,746,223
39,2949,766,288
39,2950,784,333
39,2951,797,357
39,2952,801,362
39,2953,801,362
39,2954,804,357
39,2955,817,333
39,2956,836,294
39,2957,848,251
39,2958,856,206
39,2959,860,174
39,2960,862,163
39,2961,862,161
39,2962,862,161
39,2963,862,161
40,2964,100,752
40,2965,101,762
40,2966,104,780
40,2967,108,809
40,2968,113,844
40,2969,119,885
40,2970,126,923
40,2971,130,949
40,2972,132,959
40,2973,133,959
40,2974,135,958
40,2975,142,940
40,2976,152,917
40,2977,167,889
40,2978,187,853
40,2979,205,817
40,2980,223,783
40,2981,240,752
40,2982,250,734
40,2983,256,724
40,2984,258,721
40,2985,258,721
40,2986,258,721
40,2987,259,730
40,2988,265,759
40,2989,273,802
40,2990,283,852
40,2991,293,906
40,2992,304,949
40,2993,319,979
40,2994,325,984
40,2995,326,985
40,2996,329,982
40,2997,338,965
40,2998,351,941
40,2999,368,908
40,3000,384,873
40,3001,400,827
40,3002,412,787
40,3003,418,753
40,3004,421,741
40,3005,422,739
40,3006,422,738
40,3007,422,738
41,3008,549,687
41,3009,549,690
41,3010,552,701
41,3011,558,723
41,3012,569,754
41,3013,584,796
41,3014,597,835
41,3015,610,873
41,3016,622,908
41,3017,630,934
41,3018,636,945
41,3019,638,947
41,3020,638,947
41,3021,638,947
41,3022,641,941
41,3023,647,921
41,3024,657,890
41,3025,667,851
41,3026,675,809
41,3027,685,756
41,3028,694,707
41,3029,701,676
41,3030,703,662
41,3031,704,660
41,3032,704,660
41,3033,704,660
41,3034,709,680
41,3035,715,713
41,3036,728,762
41,3037,744,811
41,3038,755,848
41,3039,766,873
41,3040,770,881
41,3041,771,881
41,3042,771,881
41,3043,772,881
41,3044,775,876
41,3045,784,855
41,3046,793,820
41,3047,803,774
41,3048,810,724
41,3049,813,682
41,3050,814,650
42,3051,161,273
42,3052,172,304
42,3053,188,350
42,3054,210,425
42,3055,232,504
42,3056,248,568
42,3057,258,605
42,3058,263,617
42,3059,263,617
42,3060,265,613
42,3061,282,572
42,3062,307,519
42,3063,334,462
42,3064,361,387
42,3065,384,317
42,3066,400,266
42,3067,409,243
42,3068,411,238
42,3069,411,238
42,3070,412,245
42,3071,418,280
42,3072,430,326
42,3073,447,394
42,3074,471,467
42,3075,496,534
42,3076,511,565
42,3077,520,578
42,3078,523,579
42,3079,524,579
42,3080,533,562
42,3081,560,514
42,3082,594,442
42,3083,619,367
42,3084,637,282
42,3085,649,223
42,3086,653,201
42,3087,654,198
42,3088,654,198
43,3089,497,70
43,3090,501,75
43,3091,511,96
43,3092,526,133
43,3093,543,174
43,3094,555,216
43,3095,568,259
43,3096,581,300
43,3097,594,342
43,3098,605,368
43,3099,610,374
43,3100,610,374
43,3101,618,359
43,3102,636,323
43,3103,659,275
43,3104,681,227
43,3105,700,181
43,3106,714,144
43,3107,725,117
43,3108,733,103
43,3109,736,99
43,3110,736,99
43,3111,739,108
43,3112,750,138
43,3113,763,176
43,3114,780,224
43,3115,793,264
43,3116,799,282
43,3117,801,287
43,3118,802,287
43,3119,802,287
43,3120,810,275
43,3121,826,239
43,3122,838,196
43,3123,845,155
43,3124,848,129
43,3125,848,120
43,3126,848,118
44,3127,77,54
44,3128,77,54
44,3129,77,57
44,3130,77,73
44,3131,81,113
44,3132,94,175
44,3133,111,240
44,3134,127,292
44,3135,136,317
44,3136,138,319
44,3137,139,319
44,3138,142,313
44,3139,159,285
44,3140,178,250
44,3141,206,205
44,3142,233,154
44,3143,259,109
44,3144,279,81
44,3145,291,67
44,3146,297,64
44,3147,297,64
44,3148,299,72
44,3149,306,99
44,3150,317,139
44,3151,334,191
44,3152,354,245
44,3153,363,265
44,3154,367,271
44,3155,367,271
44,3156,369,271
44,3157,382,253
44,3158,412,210
44,3159,446,160
44,3160,476,108
44,3161,493,72
44,3162,500,58
44,3163,500,57
45,3164,120,461
45,3165,121,465
45,3166,125,485
45,3167,127,521
45,3168,131,567
45,3169,137,640
45,3170,140,712
45,3171,146,765
45,3172,149,775
45,3173,150,775
45,3174,154,772
45,3175,159,757
45,3176,169,729
45,3177,180,693
45,3178,193,653
45,3179,205,612
45,3180,216,566
45,3181,227,527
45,3182,235,498
45,3183,241,487
45,3184,241,487
45,3185,241,487
45,3186,244,499
45,3187,253,534
45,3188,264,584
45,3189,269,634
45,3190,277,684
45,3191,284,719
45,3192,293,739
45,3193,295,741
45,3194,295,741
45,3195,299,737
45,3196,312,707
45,3197,326,671
45,3198,341,615
45,3199,354,559
45,3200,366,505
45,3201,372,472
45,3202,374,462
45,3203,374,460
45,3204,374,460
46,3205,381,415
46,3206,381,420
46,3207,388,444
46,3208,400,485
46,3209,412,536
46,3210,422,587
46,3211,432,637
46,3212,441,681
46,3213,446,694
